1 10 3.0035337805386586
2 20 3.0345548145995735
3 30 2.9223517120300344
4 40 2.7661347045395472
5 50 2.809461116194857
6 60 3.0297162300492193
7 70 2.9708072559196332
8 80 2.680611555736695
9 90 2.983215776072671
10 100 2.7955430460553083
11 110 2.5809326588523755
12 120 2.5035580598873444
13 130 2.8347377497696367
14 140 2.6893451655052356
15 150 2.5507353123003855
16 160 3.544041084324385
17 170 4.604744714442976
18 180 4.246014367089894
19 190 3.8580492274780287
20 200 3.8853827241729473
21 210 3.0083931954812164
22 220 3.3045624470862833
23 230 3.0175485155972566
24 240 2.72995136267795
25 250 3.214625582602556
26 260 3.0946545188574555
27 270 2.843630894246385
28 280 2.66944742618854
29 290 3.0543235349653943
30 300 3.131753478731863
31 310 3.0339438934957723
32 320 3.779807098825455
33 330 3.2524232000574917
34 340 2.890660609990964
35 350 3.2864440115505467
36 360 3.0299305457784147
37 370 2.578922316611352
38 380 3.5928621868439223
39 390 3.1678263633868897
40 400 3.536289697081115
41 410 3.5172107607774885
42 420 3.3193577850407405
43 430 2.924027869290296
44 440 3.0184942830075694
45 450 3.251483776731769
46 460 3.1766390070818877
47 470 2.568362030766357
48 480 2.873804388031719
49 490 2.8290516438894624
50 500 2.6393725821611596
51 510 2.680582624139381
52 520 2.948170512385764
53 530 2.672848875939218
54 540 2.6862802981206344
55 550 3.7292137003645123
56 560 3.384014003035466
57 570 2.686857960994405
58 580 2.8148200768717144
59 590 2.677389743903726
60 600 3.1784814123253677
61 610 2.842431451134219
62 620 2.7962542918555657
63 630 2.3250264524826747
64 640 2.5948261156865287
65 650 2.8007962674993694
66 660 2.883436878519879
67 670 2.9188162551433265
68 680 2.7731891680367093
69 690 3.0782098111393332
70 700 2.792657166412248
71 710 2.720564927580362
72 720 2.731223881638756
73 730 2.976238888305298
74 740 2.810178642060961
75 750 2.5606608630533314
76 760 2.709322762421697
77 770 2.8585667074508674
78 780 2.7263438658834365
79 790 3.0141616095608055
80 800 2.7140113580790497
81 810 2.750046180399683
82 820 2.345595642523907
83 830 2.6673161824443405
84 840 2.6526594727629806
85 850 3.0214828551056825
86 860 2.947730598447031
87 870 4.819057513771032
88 880 4.175382387708931
89 890 4.182457485398031
90 900 3.1468966159485223
91 910 3.4871292554405984
92 920 4.0546480661322954
93 930 3.253766003121144
94 940 3.7718509934059115
95 950 3.3520294754626234
96 960 3.9468183036128943
97 970 4.0869732391636004
98 980 4.477564510252597
99 990 3.477228591674607
100 1e3 3.24790150726378
101 1010 3.3399166146161043
102 1020 3.195704675776777
103 1030 3.282240205835183
104 1040 3.291294619433289
105 1050 2.9726776456586963
106 1060 3.216259537739288
107 1070 2.5391554913208076
108 1080 2.8844050302059943
109 1090 2.7948432079375674
110 1100 2.7271204290578304
111 1110 2.760569492842521
112 1120 3.637817323293965
113 1130 3.8210389418693746
114 1140 3.472358322772753
115 1150 3.1901823218840137
116 1160 3.2167106596986503
117 1170 3.214206305353107
118 1180 3.252931373482545
119 1190 2.621586722417226
120 1200 3.362027355079522
121 1210 3.0873257223228783
122 1220 3.370472961943102
123 1230 2.8247417735467737
124 1240 2.9944890442433527
125 1250 2.7844676339405647
126 1260 3.337604593377914
127 1270 3.753566836401858
128 1280 3.4060904419637956
129 1290 3.6185891928096123
130 1300 3.0652538872365307
131 1310 3.4230797832888302
132 1320 3.441683270335366
133 1330 2.8179234238799062
134 1340 2.661062968806815
135 1350 3.214856619622482
136 1360 3.07289143228505
137 1370 5.155920376954039
138 1380 5.605362801454833
139 1390 4.784088552289528
140 1400 4.291437384491814
141 1410 4.618320925067613
142 1420 4.2050818294722285
143 1430 3.9322462729464096
144 1440 4.425514693044858
